"route_id","route_update_date","origin_stop","via_stop","destination_stop"
"4027_1361_1_20240507","20240507","三山荘",,"桜町バスターミナル"
"4005_1422_2_20240401","20240401","桜町バスターミナル",,"長嶺団地"
"4009_5111_1_20240503","20240503","城西校北",,"県立劇場前"
"4005_1442_2_20240501","20240501","桜町バスターミナル",,"小峯営業所"
"4008_3721_1_20240507","20240507","上熊本駅前",,"東本町"
"4009_5121_1_20240501","20240501","桜町バスターミナル",,"水前寺駅北口"
"4012_1961_1_20240501","20240501","桜町バスターミナル",,"小峯営業所"
"4017_4022_2_20240507","20240507","小峯営業所",,"上熊本駅前"
"4013_3471_1_20240401","20240401","長嶺団地",,"健軍電停前"
"4012_1712_2_20240501","20240501","小峯営業所",,"桜町バスターミナル"
"4017_4001_1_20240401","20240401","上熊本駅前",,"県会議事堂前"
"4028_7701_1_20240503","20240503","熊本駅前",,"熊本駅前"
"4010_4641_1_20240501","20240501","桜町バスターミナル",,"画図橋"
"4014_5001_1_20240501","20240501","桜町バスターミナル",,"長嶺小学校前"
"4021_4521_1_20240501","20240501","桜町バスターミナル",,"桜町バスターミナル"
"4001_1061_1_20240503","20240503","上熊本駅前",,"熊本駅前"
"4033_5201_1_20240507","20240507","熊本駅前",,"トラックターミナル前"
"4010_4632_2_20240401","20240401","画図橋",,"桜町バスターミナル"
"4020_4172_2_20240503","20240503","長溝団地",,"南熊本駅前"
"4021_4531_1_20240501","20240501","桜町バスターミナル",,"桜町バスターミナル"
"4022_2301_1_20240501","20240501","桜町バスターミナル",,"済生会病院"
"4027_1362_2_20240503","20240503","桜町バスターミナル",,"三山荘"
"4010_4652_2_20240507","20240507","水前寺鳥居前",,"本山営業所"
"4017_4011_1_20240501","20240501","県会議事堂前",,"上熊本駅前"
"4022_2312_2_20240501","20240501","野越団地",,"桜町バスターミナル"
"4006_7501_1_20240507","20240507","西部車庫",,"長嶺団地"
"4009_5101_1_20240401","20240401","城西校北",,"水前寺駅北口"
