"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id","jp_trip_desc","jp_trip_desc_symbol","jp_office_id"
"4001_1051_1_20250427","11_7_20250427","7_311000004_20250427","熊本駅前",,,,,,,"11"
"4001_1051_1_20250427","11_7_20250427","7_311000059_20250427","熊本駅前",,,,,,,"11"
"4001_1051_1_20250427","11_7_20250427","7_311000062_20250427","熊本駅前",,,,,,,"11"
"4001_1051_1_20250427","11_7_20250427","7_311000061_20250427","熊本駅前",,,,,,,"11"
"4001_1051_1_20250427","11_7_20250427","7_311000064_20250427","熊本駅前",,,,,,,"11"
"4001_1051_1_20250427","11_7_20250427","7_311000081_20250427","熊本駅前",,,,,,,"11"
"4001_1051_1_20250427","11_7_20250427","7_311000066_20250427","熊本駅前",,,,,,,"11"
"4001_1051_1_20250427","11_7_20250427","7_311000025_20250427","熊本駅前",,,,,,,"11"
"4001_1051_1_20250427","11_7_20250427","7_311000068_20250427","熊本駅前",,,,,,,"11"
"4001_1061_1_20250427","11_7_20250427","7_311000858_20250427","熊本駅前",,,,,,,"11"
"4004_2801_1_20250427","12_2_20250427","2_112000746_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112000748_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112000751_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112000752_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112001808_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112000290_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112001864_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112000759_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112000761_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112000762_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112000764_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112000765_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112000766_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112000768_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112000769_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112000770_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112000771_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112000772_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112000774_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112001229_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112000778_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112000780_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112000782_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112000783_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112000784_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112000788_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112000591_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112000281_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_2_20250427","2_112000793_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_8_20250427","8_312000562_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_8_20250427","8_312000116_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_8_20250427","8_312000565_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_8_20250427","8_312000567_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_8_20250427","8_312000570_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_8_20250427","8_312000571_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_8_20250427","8_312000573_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_8_20250427","8_312000574_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_8_20250427","8_312000576_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_8_20250427","8_312000579_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_8_20250427","8_312000581_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_8_20250427","8_312000585_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_8_20250427","8_312000590_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_8_20250427","8_312000124_20250427","柿原公民館前",,,,,,,"12"
"4004_2801_1_20250427","12_8_20250427","8_312000594_20250427","柿原公民館前",,,,,,,"12"
